2013-08-28,80
2013-08-29,50
2013-08-30,80
2013-08-31,80
2013-09-01,100
2013-09-02,100
2013-09-03,100
2013-09-04,100
2013-09-05,50
2013-09-06,100
2013-09-07,100
2013-09-08,100
2013-09-09,100
2013-09-10,100
2013-09-11,100
2013-09-12,50
2013-09-13,100
2013-09-14,100
2013-09-15,100
2013-09-16,100
2013-09-17,100
2013-09-18,100
2013-09-19,50
2013-09-20,100
2013-09-21,100
2013-09-22,100
2013-09-23,100
2013-09-24,100
2013-09-25,100
2013-09-26,50
2013-09-27,100
2013-09-28,100
2013-09-29,100
2013-09-30,100
2013-10-01,100
2013-10-02,100
2013-10-03,50
2013-10-04,100
2013-10-05,100
2013-10-06,100
2013-10-07,100
2013-10-08,100
2013-10-09,100
2013-10-10,50
2013-10-11,100
2013-10-12,100
2013-10-13,100
2013-10-14,100
2013-10-15,100
2013-10-16,100
2013-10-17,50
2013-10-18,100
2013-10-19,100
2013-10-20,100
2013-10-21,100
2013-10-22,100
2013-10-23,100
2013-10-24,50
2013-10-25,100
2013-10-26,100
2013-10-27,100
2013-10-28,100
2013-10-29,100
2013-10-30,100
2013-10-31,50
2013-11-01,100
2013-11-02,100
2013-11-03,100
2013-11-04,100
2013-11-05,100
2013-11-06,100
2013-11-07,50
2013-11-08,100
2013-11-09,100
2013-11-10,100
2013-11-11,100
2013-11-12,100
2013-11-13,100
2013-11-14,50
2013-11-15,100
2013-11-16,100
2013-11-17,100
2013-11-18,100
2013-11-19,100
2013-11-20,100
2013-11-21,50
2013-11-22,100
2013-11-23,100
2013-11-24,100
2013-11-25,100
2013-11-26,100
2013-11-27,100
2013-11-28,50
2013-11-29,100
2013-11-30,100
2013-12-01,100
2013-12-02,100
2013-12-03,100
2013-12-04,100
2013-12-05,50
2013-12-06,100
2013-12-07,100
2013-12-08,100
2013-12-09,100
2013-12-10,100
2013-12-11,100
2013-12-12,50
2013-12-13,100
2013-12-14,100
2013-12-15,100
2013-12-16,100
2013-12-17,100
2013-12-18,100
2013-12-19,50
2013-12-20,100
2013-12-21,100
2013-12-22,100
2013-12-23,100
2013-12-24,100
2013-12-25,100
2013-12-26,50
2013-12-27,100
2013-12-28,100
2013-12-29,100
2013-12-30,100
2013-12-31,100
2014-01-01,100
2014-01-02,50
2014-01-03,100
2014-01-04,100
2014-01-05,100
2014-01-06,100
2014-01-07,100
2014-01-08,100
2014-01-09,50
2014-01-10,100
2014-01-11,100
2014-01-12,100
2014-01-13,100
2014-01-14,100
2014-01-15,100
2014-01-16,50
2014-01-17,100
2014-01-18,100
2014-01-19,100
2014-01-20,100
2014-01-21,100
2014-01-22,100
2014-01-23,50
2014-01-24,100
2014-01-25,100
2014-01-26,100
2014-01-27,100
2014-01-28,100
2014-01-29,100
2014-01-30,50
2014-01-31,100
2014-02-01,20
2014-02-02,20
2014-02-03,20
2014-02-04,20
2014-02-05,20
2014-02-06,20
2014-02-07,20
2014-02-08,20
2014-02-09,20
2014-02-10,20
2014-02-11,20
2014-02-12,20
2014-02-13,20
2014-02-14,100
2014-02-15,100
2014-02-16,100
2014-02-17,100
2014-02-18,100
2014-02-19,100
2014-02-20,50
2014-02-21,100
2014-02-22,100
2014-02-23,100
2014-02-24,100
2014-02-25,100
2014-02-26,100
2014-02-27,50
2014-02-28,100
2014-03-01,100
2014-03-02,100
2014-03-03,100
2014-03-04,100
2014-03-05,100
2014-03-06,50
2014-03-07,100
2014-03-08,100
2014-03-09,100
2014-03-10,100
2014-03-11,100
2014-03-12,100
2014-03-13,50
2014-03-14,100
2014-03-15,100
2014-03-16,100
2014-03-17,100
2014-03-18,100
2014-03-19,100
2014-03-20,50
2014-03-21,100
2014-03-22,100
2014-03-23,100
2014-03-24,100
2014-03-25,100
2014-03-26,100
2014-03-27,50
2014-03-28,100
2014-03-29,100
2014-03-30,100
2014-03-31,100
2014-04-01,100
2014-04-02,100
2014-04-03,50
2014-04-04,100
2014-04-05,100
2014-04-06,100
2014-04-07,100
2014-04-08,100
2014-04-09,100
2014-04-10,50
2014-04-11,100
2014-04-12,100
2014-04-13,100
2014-04-14,100
2014-04-15,100
2014-04-16,100
2014-04-17,50
2014-04-18,100
2014-04-19,100
2014-04-20,100
2014-04-21,100
2014-04-22,100
2014-04-23,100
2014-04-24,50
2014-04-25,100
2014-04-26,100
2014-04-27,100
2014-04-28,100
2014-04-29,100
2014-04-30,100
2014-05-01,50
2014-05-02,100
2014-05-03,100
2014-05-04,100
2014-05-05,100
2014-05-06,100
2014-05-07,100
2014-05-08,50
2014-05-09,100
2014-05-10,100
2014-05-11,100
2014-05-12,100
2014-05-13,100
2014-05-14,100
2014-05-15,50
2014-05-16,100
2014-05-17,100
2014-05-18,100
2014-05-19,100
2014-05-20,100
2014-05-21,100
2014-05-22,50
2014-05-23,100
2014-05-24,100
2014-05-25,100
2014-05-26,100
2014-05-27,100
2014-05-28,100
2014-05-29,50
2014-05-30,100
2014-05-31,100
2014-06-01,80
2014-06-02,80
2014-06-03,80
2014-06-04,80
2014-06-05,50
2014-06-06,80
2014-06-07,80
2014-06-08,80
2014-06-09,80
2014-06-10,80
2014-06-11,80
2014-06-12,50
2014-06-13,80
2014-06-14,80
2014-06-15,80
2014-06-16,80
2014-06-17,80
2014-06-18,80
2014-06-19,50
2014-06-20,80
2014-06-21,80
2014-06-22,80
2014-06-23,80
2014-06-24,80
2014-06-25,80
2014-06-26,50
2014-06-27,80
2014-06-28,80
2014-06-29,80
2014-06-30,80
2014-07-01,80
2014-07-02,80
2014-07-03,50
2014-07-04,80
2014-07-05,80
2014-07-06,80
2014-07-07,80
2014-07-08,80
2014-07-09,80
2014-07-10,50
2014-07-11,80
2014-07-12,80
2014-07-13,80
2014-07-14,80
2014-07-15,80
2014-07-16,80
2014-07-17,50
2014-07-18,80
2014-07-19,80
2014-07-20,80
2014-07-21,80
2014-07-22,80
2014-07-23,80
2014-07-24,50
2014-07-25,80
2014-07-26,80
2014-07-27,80
2014-07-28,80
2014-07-29,80
2014-07-30,80
2014-07-31,50
2014-08-01,80
2014-08-02,80
2014-08-03,80
2014-08-04,80
2014-08-05,80
2014-08-06,80
2014-08-07,50
2014-08-08,80
2014-08-09,80
2014-08-10,80
2014-08-11,80
2014-08-12,80
2014-08-13,80
2014-08-14,50
2014-08-15,80
2014-08-16,80
2014-08-17,80
2014-08-18,80
2014-08-19,80
2014-08-20,80
2014-08-21,50
2014-08-22,80
2014-08-23,80
2014-08-24,80
2014-08-25,80
2014-08-26,80
2014-08-27,80
2014-08-28,50
2014-08-29,80
2014-08-30,80
2014-08-31,80
2014-09-01,100
2014-09-02,100
2014-09-03,100
2014-09-04,50
2014-09-05,100
2014-09-06,100
2014-09-07,100
2014-09-08,100
2014-09-09,100
2014-09-10,100
2014-09-11,50
2014-09-12,100
2014-09-13,100
2014-09-14,100
2014-09-15,100
2014-09-16,100
2014-09-17,100
2014-09-18,50
2014-09-19,100
2014-09-20,100
2014-09-21,100
2014-09-22,100
2014-09-23,100
2014-09-24,100
2014-09-25,50
2014-09-26,100
2014-09-27,100
2014-09-28,100
2014-09-29,100
2014-09-30,100
2014-10-01,100
2014-10-02,50
2014-10-03,100
2014-10-04,100
2014-10-05,100
2014-10-06,100
2014-10-07,100
2014-10-08,100
2014-10-09,50
2014-10-10,100
2014-10-11,100
2014-10-12,100
2014-10-13,100
2014-10-14,100
2014-10-15,100
2014-10-16,50
2014-10-17,100
2014-10-18,100
2014-10-19,100
2014-10-20,100
2014-10-21,100
2014-10-22,100
2014-10-23,50
2014-10-24,100
2014-10-25,100
2014-10-26,100
2014-10-27,100
2014-10-28,100
2014-10-29,100
2014-10-30,50
2014-10-31,100
2014-11-01,100
2014-11-02,100
2014-11-03,100
2014-11-04,100
2014-11-05,100
2014-11-06,50
2014-11-07,100
2014-11-08,100
2014-11-09,100
2014-11-10,100
2014-11-11,100
2014-11-12,100
2014-11-13,50
2014-11-14,100
2014-11-15,100
2014-11-16,100
2014-11-17,100
2014-11-18,100
2014-11-19,100
2014-11-20,50
2014-11-21,100
2014-11-22,100
2014-11-23,100
2014-11-24,100
2014-11-25,100
2014-11-26,100
2014-11-27,50
2014-11-28,100
2014-11-29,100
2014-11-30,100
2014-12-01,100
2014-12-02,100
2014-12-03,100
2014-12-04,50
2014-12-05,100
2014-12-06,100
2014-12-07,100
2014-12-08,100
2014-12-09,100
2014-12-10,100
2014-12-11,50
2014-12-12,100
2014-12-13,100
2014-12-14,100
2014-12-15,100
2014-12-16,100
2014-12-17,100
2014-12-18,50
2014-12-19,100
2014-12-20,100
2014-12-21,100
2014-12-22,100
2014-12-23,100
2014-12-24,100
2014-12-25,50
2014-12-26,100
2014-12-27,100
2014-12-28,100
2014-12-29,100
2014-12-30,100
2014-12-31,100
2015-01-01,50
2015-01-02,100
2015-01-03,100
2015-01-04,100
2015-01-05,100
2015-01-06,100
2015-01-07,100
2015-01-08,50
2015-01-09,100
2015-01-10,100
2015-01-11,100
2015-01-12,100
2015-01-13,100
2015-01-14,100
2015-01-15,50
2015-01-16,100
2015-01-17,100
2015-01-18,100
2015-01-19,100
2015-01-20,100
2015-01-21,100
2015-01-22,50
2015-01-23,100
2015-01-24,100
2015-01-25,100
2015-01-26,100
2015-01-27,100
2015-01-28,100
2015-01-29,50
2015-01-30,100
2015-01-31,100
2015-02-01,20
2015-02-02,20
2015-02-03,20
2015-02-04,20
2015-02-05,20
2015-02-06,20
2015-02-07,20
2015-02-08,20
2015-02-09,20
2015-02-10,20
2015-02-11,20
2015-02-12,20
2015-02-13,20
2015-02-14,100
2015-02-15,100
2015-02-16,100
2015-02-17,100
2015-02-18,100
2015-02-19,50
2015-02-20,100
2015-02-21,100
2015-02-22,100
2015-02-23,100
2015-02-24,100
2015-02-25,100
2015-02-26,50
2015-02-27,100
2015-02-28,100
2015-03-01,100
2015-03-02,100
2015-03-03,100
2015-03-04,100
2015-03-05,50
2015-03-06,100
2015-03-07,100
2015-03-08,100
2015-03-09,100
2015-03-10,100
2015-03-11,100
2015-03-12,50
2015-03-13,100
2015-03-14,100
2015-03-15,100
2015-03-16,100
2015-03-17,100
2015-03-18,100
2015-03-19,50
2015-03-20,100
2015-03-21,100
2015-03-22,100
2015-03-23,100
2015-03-24,100
2015-03-25,100
2015-03-26,50
2015-03-27,100
2015-03-28,100
2015-03-29,100
2015-03-30,100
2015-03-31,100
2015-04-01,100
2015-04-02,50
2015-04-03,100
2015-04-04,100
2015-04-05,100
2015-04-06,100
2015-04-07,100
2015-04-08,100
2015-04-09,50
2015-04-10,100
2015-04-11,100
2015-04-12,100
2015-04-13,100
2015-04-14,100
2015-04-15,100
2015-04-16,50
2015-04-17,100
2015-04-18,100
2015-04-19,100
2015-04-20,100
2015-04-21,100
2015-04-22,100
2015-04-23,50
2015-04-24,100
2015-04-25,100
2015-04-26,100
2015-04-27,100
2015-04-28,100
2015-04-29,100
2015-04-30,50
2015-05-01,100
2015-05-02,100
2015-05-03,100
2015-05-04,100
2015-05-05,100
2015-05-06,100
2015-05-07,50
2015-05-08,100
2015-05-09,100
2015-05-10,100
2015-05-11,100
2015-05-12,100
2015-05-13,100
2015-05-14,50
2015-05-15,100
2015-05-16,100
2015-05-17,100
2015-05-18,100
2015-05-19,100
2015-05-20,100
2015-05-21,50
2015-05-22,100
2015-05-23,100
2015-05-24,100
2015-05-25,100
2015-05-26,100
2015-05-27,100
2015-05-28,50
2015-05-29,100
2015-05-30,100
2015-05-31,100
2015-06-01,80
2015-06-02,80
2015-06-03,80
2015-06-04,50
2015-06-05,80
2015-06-06,80
